iana_name,standard_abbr,iana_group_abbr,iana_group,windows_id,windows_name,windows_display,windows_group_id,windows_group_name,windows_group_display,closest_windows_display
Asia/Baghdad,+03,MSK,Europe/Moscow,1510,Arabic Standard Time,(UTC+03:00) Baghdad,1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd",(UTC+03:00) Baghdad
Asia/Bahrain,+03,MSK,Europe/Moscow,1500,Arab Standard Time,"(UTC+03:00) Kuwait, Riyadh",1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd","(UTC+03:00) Kuwait, Riyadh"
Asia/Baku,+04,+04,Asia/Dubai,1610,Azerbaijan Standard Time,(UTC+04:00) Baku,1600,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat",(UTC+04:00) Baku
Asia/Bangkok,+07,WIB,Asia/Jakarta,1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta","(UTC+07:00) Bangkok, Hanoi, Jakarta"
Asia/Barnaul,+07,WIB,Asia/Jakarta,NA,NA,NA,1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta","(UTC+07:00) Bangkok, Hanoi, Jakarta"
Asia/Bishkek,+06,+06,Asia/Dhaka,1800,Central Asia Standard Time,(UTC+06:00) Astana,1830,Bangladesh Standard Time,(UTC+06:00) Dhaka,(UTC+06:00) Astana
Asia/Brunei,+08,PT,Asia/Manila,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
Asia/Calcutta,IST,IST,Asia/Kolkata,1720,India Standard Time,"(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi",NA,India Standard Time,"(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi","(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi"
Asia/Chita,+09,JST,Asia/Tokyo,NA,NA,NA,2110,Tokyo Standard Time,"(UTC+09:00) Osaka, Sapporo, Tokyo","(UTC+09:00) Osaka, Sapporo, Tokyo"
Asia/Choibalsan,+08,PT,Asia/Manila,NA,NA,NA,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
Asia/Chongqing,CT,PT,Asia/Manila,NA,NA,NA,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
Asia/Chungking,CT,PT,Asia/Manila,NA,NA,NA,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
Asia/Colombo,+0530,IST,Asia/Kolkata,1730,Sri Lanka Standard Time,(UTC+05:30) Sri Jayawardenepura,NA,India Standard Time,"(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi",(UTC+05:30) Sri Jayawardenepura
Asia/Dacca,+06,+06,Asia/Dhaka,NA,NA,NA,1830,Bangladesh Standard Time,(UTC+06:00) Dhaka,(UTC+06:00) Dhaka
Asia/Damascus,+03,MSK,Europe/Moscow,1480,Syria Standard Time,(UTC+02:00) Damascus,1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd",(UTC+02:00) Damascus
Asia/Dili,+09,JST,Asia/Tokyo,2110,Tokyo Standard Time,"(UTC+09:00) Osaka, Sapporo, Tokyo",2110,Tokyo Standard Time,"(UTC+09:00) Osaka, Sapporo, Tokyo","(UTC+09:00) Osaka, Sapporo, Tokyo"
Asia/Dushanbe,+05,PKT,Asia/Karachi,1710,West Asia Standard Time,(UTC+05:00) Tashkent,1750,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",(UTC+05:00) Tashkent
Asia/Famagusta,EET,EET,Europe/Athens,1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Athens, Bucharest"
Asia/Harbin,CT,PT,Asia/Manila,NA,NA,NA,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
Asia/Hebron,EET,EET,Africa/Cairo,NA,NA,NA,1410,Egypt Standard Time,(UTC+02:00) Cairo,(UTC+02:00) Cairo
Asia/Ho_Chi_Minh,+07,WIB,Asia/Jakarta,NA,NA,NA,1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta","(UTC+07:00) Bangkok, Hanoi, Jakarta"
Asia/Hong_Kong,HKT,PT,Asia/Manila,2000,China Standard Time,"(UTC+08:00) Beijing, Chongqing, Hong Kong, Urumqi",2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Beijing, Chongqing, Hong Kong, Urumqi"
Asia/Hovd,+07,WIB,Asia/Jakarta,NA,NA,NA,1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta","(UTC+07:00) Bangkok, Hanoi, Jakarta"
Asia/Irkutsk,+08,PT,Asia/Manila,2010,North Asia East Standard Time,(UTC+09:00) Irkutsk,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",(UTC+09:00) Irkutsk
Asia/Istanbul,+03,MSK,Europe/Moscow,NA,NA,NA,1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd","(UTC+04:00) Moscow, St. Petersburg, Volgograd"
Asia/Jayapura,WIT,JST,Asia/Tokyo,2110,Tokyo Standard Time,"(UTC+09:00) Osaka, Sapporo, Tokyo",2110,Tokyo Standard Time,"(UTC+09:00) Osaka, Sapporo, Tokyo","(UTC+09:00) Osaka, Sapporo, Tokyo"
Asia/Kamchatka,+12,+12,Pacific/Fiji,NA,NA,NA,2400,Fiji Standard Time,(UTC+12:00) Fiji,(UTC+12:00) Fiji
Asia/Kashgar,+06,+06,Asia/Dhaka,NA,NA,NA,1830,Bangladesh Standard Time,(UTC+06:00) Dhaka,(UTC+06:00) Dhaka
Asia/Katmandu,+0545,+0545,Asia/Kathmandu,1740,Nepal Standard Time,(UTC+05:45) Kathmandu,NA,Nepal Standard Time,(UTC+05:45) Kathmandu,(UTC+05:45) Kathmandu
Asia/Khandyga,+09,JST,Asia/Tokyo,2120,Yakutsk Standard Time,(UTC+10:00) Yakutsk,2110,Tokyo Standard Time,"(UTC+09:00) Osaka, Sapporo, Tokyo",(UTC+10:00) Yakutsk
Asia/Krasnoyarsk,+07,WIB,Asia/Jakarta,1900,North Asia Standard Time,(UTC+08:00) Krasnoyarsk,1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",(UTC+08:00) Krasnoyarsk
Asia/Kuala_Lumpur,+08,PT,Asia/Manila,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
Asia/Kuching,+08,PT,Asia/Manila,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
Asia/Kuwait,+03,MSK,Europe/Moscow,1500,Arab Standard Time,"(UTC+03:00) Kuwait, Riyadh",1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd","(UTC+03:00) Kuwait, Riyadh"
Asia/Macao,CT,PT,Asia/Manila,NA,NA,NA,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
Asia/Macau,CT,PT,Asia/Manila,2000,China Standard Time,"(UTC+08:00) Beijing, Chongqing, Hong Kong, Urumqi",2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Beijing, Chongqing, Hong Kong, Urumqi"
Asia/Magadan,+11,+11,Asia/Magadan,2310,Magadan Standard Time,(UTC+12:00) Magadan,2310,Magadan Standard Time,(UTC+12:00) Magadan,(UTC+12:00) Magadan
Asia/Makassar,WITA,PT,Asia/Manila,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
Asia/Muscat,+04,+04,Asia/Dubai,1600,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat",1600,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat","(UTC+04:00) Abu Dhabi, Muscat"
Asia/Nicosia,EET,EET,Europe/Athens,1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Athens, Bucharest"
Asia/Novokuznetsk,+07,WIB,Asia/Jakarta,1900,North Asia Standard Time,(UTC+08:00) Krasnoyarsk,1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",(UTC+08:00) Krasnoyarsk
Asia/Novosibirsk,+07,WIB,Asia/Jakarta,1810,N. Central Asia Standard Time,(UTC+07:00) Novosibirsk,1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",(UTC+07:00) Novosibirsk
Asia/Omsk,+06,+06,Asia/Dhaka,NA,NA,NA,1830,Bangladesh Standard Time,(UTC+06:00) Dhaka,(UTC+06:00) Dhaka
Asia/Oral,+05,PKT,Asia/Karachi,1710,West Asia Standard Time,(UTC+05:00) Tashkent,1750,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",(UTC+05:00) Tashkent
Asia/Phnom_Penh,+07,WIB,Asia/Jakarta,1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta","(UTC+07:00) Bangkok, Hanoi, Jakarta"
Asia/Pontianak,WIB,WIB,Asia/Jakarta,1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta","(UTC+07:00) Bangkok, Hanoi, Jakarta"
Asia/Pyongyang,KST,JST,Asia/Tokyo,NA,NA,NA,2110,Tokyo Standard Time,"(UTC+09:00) Osaka, Sapporo, Tokyo","(UTC+09:00) Osaka, Sapporo, Tokyo"
Asia/Qatar,+03,MSK,Europe/Moscow,1500,Arab Standard Time,"(UTC+03:00) Kuwait, Riyadh",1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd","(UTC+03:00) Kuwait, Riyadh"
Asia/Qostanay,+06,+06,Asia/Dhaka,1710,West Asia Standard Time,(UTC+05:00) Tashkent,1830,Bangladesh Standard Time,(UTC+06:00) Dhaka,(UTC+05:00) Tashkent
Asia/Qyzylorda,+05,PKT,Asia/Karachi,NA,NA,NA,1750,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi","(UTC+05:00) Islamabad, Karachi"
Asia/Rangoon,+0630,+0630,Asia/Yangon,1820,Myanmar Standard Time,(UTC+06:30) Yangon (Rangoon),NA,Myanmar Standard Time,(UTC+06:30) Yangon (Rangoon),(UTC+06:30) Yangon (Rangoon)
Asia/Riyadh,+03,MSK,Europe/Moscow,1500,Arab Standard Time,"(UTC+03:00) Kuwait, Riyadh",1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd","(UTC+03:00) Kuwait, Riyadh"
Asia/Saigon,+07,WIB,Asia/Jakarta,1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta","(UTC+07:00) Bangkok, Hanoi, Jakarta"
Asia/Samarkand,+05,PKT,Asia/Karachi,1710,West Asia Standard Time,(UTC+05:00) Tashkent,1750,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",(UTC+05:00) Tashkent
Asia/Seoul,KST,JST,Asia/Tokyo,2100,Korea Standard Time,(UTC+09:00) Seoul,2110,Tokyo Standard Time,"(UTC+09:00) Osaka, Sapporo, Tokyo",(UTC+09:00) Seoul
Asia/Shanghai,CT,PT,Asia/Manila,2000,China Standard Time,"(UTC+08:00) Beijing, Chongqing, Hong Kong, Urumqi",2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Beijing, Chongqing, Hong Kong, Urumqi"
Asia/Singapore,+08,PT,Asia/Manila,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
Asia/Srednekolymsk,+11,+11,Asia/Magadan,NA,NA,NA,2310,Magadan Standard Time,(UTC+12:00) Magadan,(UTC+12:00) Magadan
Asia/Taipei,CT,PT,Asia/Manila,2030,Taipei Standard Time,(UTC+08:00) Taipei,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",(UTC+08:00) Taipei
Asia/Tashkent,+05,PKT,Asia/Karachi,1710,West Asia Standard Time,(UTC+05:00) Tashkent,1750,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",(UTC+05:00) Tashkent
Asia/Tbilisi,+04,+04,Asia/Dubai,1640,Georgian Standard Time,(UTC+04:00) Tbilisi,1600,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat",(UTC+04:00) Tbilisi
Asia/Tel_Aviv,IST,EET,Europe/Athens,NA,NA,NA,1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Athens, Bucharest"
Asia/Thimbu,+06,+06,Asia/Dhaka,NA,NA,NA,1830,Bangladesh Standard Time,(UTC+06:00) Dhaka,(UTC+06:00) Dhaka
Asia/Thimphu,+06,+06,Asia/Dhaka,1830,Bangladesh Standard Time,(UTC+06:00) Dhaka,1830,Bangladesh Standard Time,(UTC+06:00) Dhaka,(UTC+06:00) Dhaka
Asia/Tomsk,+07,WIB,Asia/Jakarta,NA,NA,NA,1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta","(UTC+07:00) Bangkok, Hanoi, Jakarta"
Asia/Ujung_Pandang,WITA,PT,Asia/Manila,NA,NA,NA,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
Asia/Ulaanbaatar,+08,PT,Asia/Manila,2050,Ulaanbaatar Standard Time,(UTC+08:00) Ulaanbaatar,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",(UTC+08:00) Ulaanbaatar
Asia/Ulan_Bator,+08,PT,Asia/Manila,NA,NA,NA,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
Asia/Urumqi,+06,+06,Asia/Dhaka,1800,Central Asia Standard Time,(UTC+06:00) Astana,1830,Bangladesh Standard Time,(UTC+06:00) Dhaka,(UTC+06:00) Astana
Asia/Ust-Nera,+10,AEST,Australia/Brisbane,2230,Vladivostok Standard Time,(UTC+11:00) Vladivostok,2210,E. Australia Standard Time,(UTC+10:00) Brisbane,(UTC+11:00) Vladivostok
Asia/Vientiane,+07,WIB,Asia/Jakarta,1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta","(UTC+07:00) Bangkok, Hanoi, Jakarta"
Asia/Vladivostok,+10,AEST,Australia/Brisbane,2230,Vladivostok Standard Time,(UTC+11:00) Vladivostok,2210,E. Australia Standard Time,(UTC+10:00) Brisbane,(UTC+11:00) Vladivostok
Asia/Yakutsk,+09,JST,Asia/Tokyo,2120,Yakutsk Standard Time,(UTC+10:00) Yakutsk,2110,Tokyo Standard Time,"(UTC+09:00) Osaka, Sapporo, Tokyo",(UTC+10:00) Yakutsk
Asia/Yekaterinburg,+05,PKT,Asia/Karachi,1700,Ekaterinburg Standard Time,(UTC+06:00) Ekaterinburg,1750,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",(UTC+06:00) Ekaterinburg
Asia/Yerevan,+04,+04,Asia/Dubai,1620,Caucasus Standard Time,(UTC+04:00) Yerevan,1600,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat",(UTC+04:00) Yerevan
Atlantic/Bermuda,AST,AST,America/Halifax,800,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),800,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),(UTC-04:00) Atlantic Time (Canada)
Atlantic/Canary,WET,GMT,Europe/London,1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London",1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London","(UTC) Dublin, Edinburgh, Lisbon, London"
Atlantic/Faeroe,WET,GMT,Europe/London,1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London",1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London","(UTC) Dublin, Edinburgh, Lisbon, London"
Atlantic/Faroe,WET,GMT,Europe/London,NA,NA,NA,1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London","(UTC) Dublin, Edinburgh, Lisbon, London"
Atlantic/Jan_Mayen,CET,CET,Europe/Paris,NA,NA,NA,1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Brussels, Copenhagen, Madrid, Paris"
Atlantic/Madeira,WET,GMT,Europe/London,1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London",1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London","(UTC) Dublin, Edinburgh, Lisbon, London"
Atlantic/Reykjavik,GMT,GMT,Africa/Abidjan,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik",1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
Atlantic/St_Helena,GMT,GMT,Africa/Abidjan,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik",1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
Atlantic/Stanley,-03,-03,America/Sao_Paulo,940,SA Eastern Standard Time,"(UTC-03:00) Cayenne, Fortaleza",910,E. South America Standard Time,(UTC-03:00) Brasilia,"(UTC-03:00) Cayenne, Fortaleza"
Australia/ACT,AEST,AEST,Australia/Sydney,NA,NA,NA,2200,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney","(UTC+10:00) Canberra, Melbourne, Sydney"
Australia/Broken_Hill,ACST,ACST,Australia/Adelaide,2140,Cen. Australia Standard Time,(UTC+09:30) Adelaide,2140,Cen. Australia Standard Time,(UTC+09:30) Adelaide,(UTC+09:30) Adelaide
Australia/Canberra,AEST,AEST,Australia/Sydney,NA,NA,NA,2200,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney","(UTC+10:00) Canberra, Melbourne, Sydney"
Australia/Currie,AEST,AEST,Australia/Sydney,NA,NA,NA,2200,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney","(UTC+10:00) Canberra, Melbourne, Sydney"
Australia/Hobart,AEST,AEST,Australia/Sydney,2220,Tasmania Standard Time,(UTC+10:00) Hobart,2200,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",(UTC+10:00) Hobart
Australia/Lindeman,AEST,AEST,Australia/Brisbane,2210,E. Australia Standard Time,(UTC+10:00) Brisbane,2210,E. Australia Standard Time,(UTC+10:00) Brisbane,(UTC+10:00) Brisbane
Australia/Melbourne,AEST,AEST,Australia/Sydney,2200,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",2200,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney","(UTC+10:00) Canberra, Melbourne, Sydney"
Australia/NSW,AEST,AEST,Australia/Sydney,NA,NA,NA,2200,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney","(UTC+10:00) Canberra, Melbourne, Sydney"
Australia/North,ACST,ACST,Australia/Darwin,NA,NA,NA,2130,AUS Central Standard Time,(UTC+09:30) Darwin,(UTC+09:30) Darwin
Australia/Perth,AWST,PT,Asia/Manila,2040,W. Australia Standard Time,(UTC+08:00) Perth,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",(UTC+08:00) Perth
Australia/Queensland,AEST,AEST,Australia/Brisbane,NA,NA,NA,2210,E. Australia Standard Time,(UTC+10:00) Brisbane,(UTC+10:00) Brisbane
Australia/South,ACST,ACST,Australia/Adelaide,NA,NA,NA,2140,Cen. Australia Standard Time,(UTC+09:30) Adelaide,(UTC+09:30) Adelaide
Australia/Tasmania,AEST,AEST,Australia/Sydney,NA,NA,NA,2200,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney","(UTC+10:00) Canberra, Melbourne, Sydney"
Australia/Victoria,AEST,AEST,Australia/Sydney,NA,NA,NA,2200,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney","(UTC+10:00) Canberra, Melbourne, Sydney"
Australia/West,AWST,PT,Asia/Manila,NA,NA,NA,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
Australia/Yancowinna,ACST,ACST,Australia/Adelaide,NA,NA,NA,2140,Cen. Australia Standard Time,(UTC+09:30) Adelaide,(UTC+09:30) Adelaide
Brazil/Acre,-05,-05,America/Lima,NA,NA,NA,710,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito","(UTC-05:00) Bogota, Lima, Quito"
Brazil/East,-03,-03,America/Sao_Paulo,NA,NA,NA,910,E. South America Standard Time,(UTC-03:00) Brasilia,(UTC-03:00) Brasilia
Brazil/West,-04,-04,America/Caracas,NA,NA,NA,840,Venezuela Standard Time,(UTC-04:30) Caracas,(UTC-04:30) Caracas
CET,CET,CET,Europe/Paris,NA,NA,NA,1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Brussels, Copenhagen, Madrid, Paris"
CST6CDT,CT,CT,America/Chicago,NA,NA,NA,620,Central Standard Time,(UTC-06:00) Central Time (US and Canada),(UTC-06:00) Central Time (US and Canada)
Canada/Atlantic,AST,AST,America/Halifax,NA,NA,NA,800,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),(UTC-04:00) Atlantic Time (Canada)
Canada/Central,CT,CT,America/Chicago,NA,NA,NA,620,Central Standard Time,(UTC-06:00) Central Time (US and Canada),(UTC-06:00) Central Time (US and Canada)
Canada/Eastern,ET,ET,America/New_York,NA,NA,NA,700,Eastern Standard Time,(UTC-05:00) Eastern Time (US and Canada),(UTC-05:00) Eastern Time (US and Canada)
Canada/Mountain,MT,MT,America/Denver,NA,NA,NA,500,Mountain Standard Time,(UTC-07:00) Mountain Time (US and Canada),(UTC-07:00) Mountain Time (US and Canada)
Canada/Newfoundland,NST,NST,America/St_Johns,NA,NA,NA,900,Newfoundland Standard Time,(UTC-03:30) Newfoundland,(UTC-03:30) Newfoundland
Canada/Pacific,PT,PT,America/Los_Angeles,NA,NA,NA,400,Pacific Standard Time,(UTC-08:00) Pacific Time (US and Canada),(UTC-08:00) Pacific Time (US and Canada)
Canada/Saskatchewan,CT,CT,America/Mexico_City,NA,NA,NA,630,Central Standard Time (Mexico),"((UTC-06:00) Guadalajara, Mexico City, Monterrey","((UTC-06:00) Guadalajara, Mexico City, Monterrey"
Canada/Yukon,MT,MT,America/Phoenix,NA,NA,NA,520,US Mountain Standard Time,(UTC-07:00) Arizona,(UTC-07:00) Arizona
Chile/Continental,-03,-03,America/Santiago,NA,NA,NA,820,Pacific SA Standard Time,(UTC-04:00) Santiago,(UTC-04:00) Santiago
Cuba,CT,ET,America/New_York,NA,NA,NA,700,Eastern Standard Time,(UTC-05:00) Eastern Time (US and Canada),(UTC-05:00) Eastern Time (US and Canada)
EET,EET,EET,Europe/Athens,NA,NA,NA,1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Athens, Bucharest"
EST,ET,-05,America/Lima,NA,NA,NA,710,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito","(UTC-05:00) Bogota, Lima, Quito"
EST5EDT,ET,ET,America/New_York,NA,NA,NA,700,Eastern Standard Time,(UTC-05:00) Eastern Time (US and Canada),(UTC-05:00) Eastern Time (US and Canada)
Egypt,EET,EET,Africa/Cairo,NA,NA,NA,1410,Egypt Standard Time,(UTC+02:00) Cairo,(UTC+02:00) Cairo
Eire,GMT,GMT,Europe/London,NA,NA,NA,1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London","(UTC) Dublin, Edinburgh, Lisbon, London"
Etc/GMT,GMT,GMT,Africa/Abidjan,1230,UTC,(UTC) Coordinated Universal Time,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik",(UTC) Coordinated Universal Time
Etc/GMT+0,GMT,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
Etc/GMT+1,-01,-01,Atlantic/Cape_Verde,NA,NA,NA,NA,Cabo Verde Standard Time,(UTC-01:00) Cabo Verde Is.,(UTC-01:00) Cabo Verde Is.
Etc/GMT+10,-10,HST,Pacific/Honolulu,200,Hawaiian Standard Time,(UTC-10:00) Hawaii,200,Hawaiian Standard Time,(UTC-10:00) Hawaii,(UTC-10:00) Hawaii
Etc/GMT+3,-03,-03,America/Sao_Paulo,940,SA Eastern Standard Time,"(UTC-03:00) Cayenne, Fortaleza",910,E. South America Standard Time,(UTC-03:00) Brasilia,"(UTC-03:00) Cayenne, Fortaleza"
Etc/GMT+4,-04,-04,America/Caracas,830,SA Western Standard Time,"(UTC-04:00) Georgetown, La Paz, Manaus, San Juan",840,Venezuela Standard Time,(UTC-04:30) Caracas,"(UTC-04:00) Georgetown, La Paz, Manaus, San Juan"
Etc/GMT+5,-05,-05,America/Lima,710,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito",710,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito","(UTC-05:00) Bogota, Lima, Quito"
Etc/GMT+6,-06,CT,America/Mexico_City,610,Central America Standard Time,(UTC-06:00) Central America,630,Central Standard Time (Mexico),"((UTC-06:00) Guadalajara, Mexico City, Monterrey",(UTC-06:00) Central America
Etc/GMT+7,-07,MT,America/Phoenix,520,US Mountain Standard Time,(UTC-07:00) Arizona,520,US Mountain Standard Time,(UTC-07:00) Arizona,(UTC-07:00) Arizona
Etc/GMT-0,GMT,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
Etc/GMT-1,+01,WAT,Africa/Lagos,1330,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,1330,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,(UTC+01:00) West Central Africa
Etc/GMT-10,+10,AEST,Australia/Brisbane,2240,West Pacific Standard Time,"(UTC+10:00) Guam, Port Moresby",2210,E. Australia Standard Time,(UTC+10:00) Brisbane,"(UTC+10:00) Guam, Port Moresby"
