iana_name,standard_abbr,standard_utc_offset,windows_name,windows_display,custom_label,current_iana_name,current_standard_abbr,current_standard_utc_offset,current_windows_name,current_windows_display,current_custom_label,closest_sig_current_iana_name,closest_sig_current_standard_abbr,closest_sig_current_standard_utc_offset,closest_sig_current_windows_name,closest_sig_current_windows_display,closest_sig_current_custom_label
America/El_Salvador,CT,-0600,Central America Standard Time,(UTC-06:00) Central America,-06:00 America/El_Salvador,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City
America/Guatemala,CT,-0600,Central America Standard Time,(UTC-06:00) Central America,-06:00 America/Guatemala,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City
America/Managua,CT,-0600,Central America Standard Time,(UTC-06:00) Central America,-06:00 America/Managua,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City
America/Merida,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Merida,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City
America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City
America/Monterrey,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Monterrey,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City
America/Regina,CT,-0600,Canada Central Standard Time,(UTC-06:00) Saskatchewan,-06:00 America/Regina,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City
America/Swift_Current,CT,-0600,Canada Central Standard Time,(UTC-06:00) Saskatchewan,-06:00 America/Swift_Current,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City
America/Tegucigalpa,CT,-0600,Central America Standard Time,(UTC-06:00) Central America,-06:00 America/Tegucigalpa,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City
Canada/Saskatchewan,CT,-0600,NA,NA,-06:00 Canada/Saskatchewan,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City
Etc/GMT+6,-06,-0600,Central America Standard Time,(UTC-06:00) Central America,-06:00 Etc/GMT+6,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City
Mexico/General,CT,-0600,NA,NA,-06:00 Mexico/General,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City
Pacific/Galapagos,-06,-0600,Central America Standard Time,(UTC-06:00) Central America,-06:00 Pacific/Galapagos,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City,America/Mexico_City,CT,-0600,Central Standard Time (Mexico),"(UTC-06:00) Guadalajara, Mexico City, Monterrey",-06:00 America/Mexico_City
America/Atikokan,ET,-0500,NA,NA,-05:00 America/Atikokan,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima
America/Bogota,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Bogota,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima
America/Cancun,ET,-0500,Eastern Standard Time (Mexico),(UTC-05:00) Chetumal,-05:00 America/Cancun,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima
America/Cayman,ET,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Cayman,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima
America/Coral_Harbour,ET,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Coral_Harbour,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima
America/Eirunepe,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Eirunepe,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima
America/Guayaquil,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Guayaquil,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima
America/Jamaica,ET,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Jamaica,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima
America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima
America/Panama,ET,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Panama,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima
America/Porto_Acre,-05,-0500,NA,NA,-05:00 America/Porto_Acre,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima
America/Rio_Branco,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Rio_Branco,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima
Brazil/Acre,-05,-0500,NA,NA,-05:00 Brazil/Acre,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima
EST,ET,-0500,NA,NA,-05:00 EST,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima
Etc/GMT+5,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 Etc/GMT+5,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima
Jamaica,ET,-0500,NA,NA,-05:00 Jamaica,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima,America/Lima,-05,-0500,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito, Rio Branco",-05:00 America/Lima
Africa/Cairo,EEST,+0300,Egypt Standard Time,(UTC+02:00) Cairo,+03:00 Africa/Cairo,Africa/Cairo,EEST,+0300,Egypt Standard Time,(UTC+02:00) Cairo,+03:00 Africa/Cairo,Africa/Cairo,EEST,+0300,Egypt Standard Time,(UTC+02:00) Cairo,+03:00 Africa/Cairo
Egypt,EEST,+0300,NA,NA,+03:00 Egypt,Africa/Cairo,EEST,+0300,Egypt Standard Time,(UTC+02:00) Cairo,+03:00 Africa/Cairo,Africa/Cairo,EEST,+0300,Egypt Standard Time,(UTC+02:00) Cairo,+03:00 Africa/Cairo
America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
America/Indiana/Knox,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Indiana/Knox,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
America/Indiana/Tell_City,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Indiana/Tell_City,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
America/Knox_IN,CT,-0600,NA,NA,-06:00 America/Knox_IN,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
America/Matamoros,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Matamoros,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
America/Menominee,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Menominee,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
America/North_Dakota/Beulah,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/North_Dakota/Beulah,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
America/North_Dakota/Center,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/North_Dakota/Center,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
America/North_Dakota/New_Salem,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/North_Dakota/New_Salem,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
America/Ojinaga,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Ojinaga,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
America/Rainy_River,CT,-0600,NA,NA,-06:00 America/Rainy_River,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
America/Rankin_Inlet,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Rankin_Inlet,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
America/Resolute,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Resolute,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
America/Winnipeg,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Winnipeg,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
Canada/Central,CT,-0600,NA,NA,-06:00 Canada/Central,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
CST6CDT,CT,-0600,NA,NA,-06:00 CST6CDT,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
US/Central,CT,-0600,NA,NA,-06:00 US/Central,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
US/Indiana-Starke,CT,-0600,NA,NA,-06:00 US/Indiana-Starke,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago,America/Chicago,CT,-0600,Central Standard Time,(UTC-06:00) Central Time (US and Canada),-06:00 America/Chicago
Asia/Tehran,+0330,+0330,Iran Standard Time,(UTC+03:30) Tehran,+03:30 Asia/Tehran,Asia/Tehran,+0330,+0330,Iran Standard Time,(UTC+03:30) Tehran,+03:30 Asia/Tehran,Asia/Tehran,+0330,+0330,Iran Standard Time,(UTC+03:30) Tehran,+03:30 Asia/Tehran
Iran,+0330,+0330,NA,NA,+03:30 Iran,Asia/Tehran,+0330,+0330,Iran Standard Time,(UTC+03:30) Tehran,+03:30 Asia/Tehran,Asia/Tehran,+0330,+0330,Iran Standard Time,(UTC+03:30) Tehran,+03:30 Asia/Tehran
Asia/Beirut,EEST,+0300,Middle East Standard Time,(UTC+02:00) Beirut,+03:00 Asia/Beirut,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Asia/Famagusta,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Asia/Famagusta,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Asia/Jerusalem,IST,+0200,Israel Standard Time,(UTC+02:00) Middle East,+02:00 Asia/Jerusalem,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Asia/Nicosia,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Asia/Nicosia,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Asia/Tel_Aviv,IST,+0200,NA,NA,+02:00 Asia/Tel_Aviv,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
EET,EEST,+0300,NA,NA,+03:00 EET,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Europe/Bucharest,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Bucharest,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Europe/Chisinau,EEST,+0300,E. Europe Standard Time,(UTC+02:00) E. Europe,+03:00 Europe/Chisinau,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Europe/Helsinki,EEST,+0300,FLE Standard Time,"(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius",+03:00 Europe/Helsinki,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Europe/Kiev,EEST,+0300,FLE Standard Time,"(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius",+03:00 Europe/Kiev,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Europe/Kyiv,EEST,+0300,NA,NA,+03:00 Europe/Kyiv,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Europe/Mariehamn,EEST,+0300,FLE Standard Time,"(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius",+03:00 Europe/Mariehamn,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Europe/Nicosia,EEST,+0300,NA,NA,+03:00 Europe/Nicosia,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Europe/Riga,EEST,+0300,FLE Standard Time,"(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius",+03:00 Europe/Riga,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Europe/Sofia,EEST,+0300,FLE Standard Time,"(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius",+03:00 Europe/Sofia,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Europe/Tallinn,EEST,+0300,FLE Standard Time,"(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius",+03:00 Europe/Tallinn,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Europe/Tiraspol,EEST,+0300,NA,NA,+03:00 Europe/Tiraspol,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Europe/Uzhgorod,EEST,+0300,NA,NA,+03:00 Europe/Uzhgorod,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Europe/Vilnius,EEST,+0300,FLE Standard Time,"(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius",+03:00 Europe/Vilnius,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Europe/Zaporozhye,EEST,+0300,NA,NA,+03:00 Europe/Zaporozhye,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
Israel,IST,+0200,NA,NA,+02:00 Israel,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens,Europe/Athens,EEST,+0300,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",+03:00 Europe/Athens
America/Anguilla,AST,-0400,SA Western Standard Time,"(UTC-04:00) Georgetown, La Paz, Manaus, San Juan",-04:00 America/Anguilla,America/Caracas,-04,-0400,Venezuela Standard Time,(UTC-04:30) Caracas,-04:00 America/Caracas,America/Caracas,-04,-0400,Venezuela Standard Time,(UTC-04:30) Caracas,-04:00 America/Caracas
America/Antigua,AST,-0400,SA Western Standard Time,"(UTC-04:00) Georgetown, La Paz, Manaus, San Juan",-04:00 America/Antigua,America/Caracas,-04,-0400,Venezuela Standard Time,(UTC-04:30) Caracas,-04:00 America/Caracas,America/Caracas,-04,-0400,Venezuela Standard Time,(UTC-04:30) Caracas,-04:00 America/Caracas
America/Aruba,AST,-0400,SA Western Standard Time,"(UTC-04:00) Georgetown, La Paz, Manaus, San Juan",-04:00 America/Aruba,America/Caracas,-04,-0400,Venezuela Standard Time,(UTC-04:30) Caracas,-04:00 America/Caracas,America/Caracas,-04,-0400,Venezuela Standard Time,(UTC-04:30) Caracas,-04:00 America/Caracas
America/Barbados,AST,-0400,SA Western Standard Time,"(UTC-04:00) Georgetown, La Paz, Manaus, San Juan",-04:00 America/Barbados,America/Caracas,-04,-0400,Venezuela Standard Time,(UTC-04:30) Caracas,-04:00 America/Caracas,America/Caracas,-04,-0400,Venezuela Standard Time,(UTC-04:30) Caracas,-04:00 America/Caracas
America/Blanc-Sablon,AST,-0400,SA Western Standard Time,"(UTC-04:00) Georgetown, La Paz, Manaus, San Juan",-04:00 America/Blanc-Sablon,America/Caracas,-04,-0400,Venezuela Standard Time,(UTC-04:30) Caracas,-04:00 America/Caracas,America/Caracas,-04,-0400,Venezuela Standard Time,(UTC-04:30) Caracas,-04:00 America/Caracas
