iana_name,standard_abbr,standard_utc_offset,windows_name,windows_display,custom_label,current_iana_name,current_standard_abbr,current_standard_utc_offset,current_windows_name,current_windows_display,current_custom_label,closest_sig_current_iana_name,closest_sig_current_standard_abbr,closest_sig_current_standard_utc_offset,closest_sig_current_windows_name,closest_sig_current_windows_display,closest_sig_current_custom_label
Africa/Porto-Novo,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Porto-Novo,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos
Africa/Tunis,CET,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Tunis,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos
Etc/GMT-1,+01,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Etc/GMT-1,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos
Antarctica/Davis,+07,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Antarctica/Davis,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta
Asia/Bangkok,+07,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Bangkok,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta
Asia/Barnaul,+07,+0700,Altai Standard Time,"(UTC+07:00) Barnaul, Gorno-Altaysk",+07:00 Asia/Barnaul,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta
Asia/Ho_Chi_Minh,+07,+0700,NA,NA,+07:00 Asia/Ho_Chi_Minh,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta
Asia/Hovd,+07,+0700,W. Mongolia Standard Time,(UTC+07:00) Hovd,+07:00 Asia/Hovd,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta
Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta
Asia/Krasnoyarsk,+07,+0700,North Asia Standard Time,(UTC+08:00) Krasnoyarsk,+07:00 Asia/Krasnoyarsk,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta
Asia/Novokuznetsk,+07,+0700,North Asia Standard Time,(UTC+08:00) Krasnoyarsk,+07:00 Asia/Novokuznetsk,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta
Asia/Novosibirsk,+07,+0700,N. Central Asia Standard Time,(UTC+07:00) Novosibirsk,+07:00 Asia/Novosibirsk,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta
Asia/Phnom_Penh,+07,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Phnom_Penh,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta
Asia/Pontianak,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Pontianak,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta
Asia/Saigon,+07,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Saigon,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta
Asia/Tomsk,+07,+0700,Tomsk Standard Time,(UTC+07:00) Tomsk,+07:00 Asia/Tomsk,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta
Asia/Vientiane,+07,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Vientiane,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta
Etc/GMT-7,+07,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Etc/GMT-7,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta
Indian/Christmas,+07,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Indian/Christmas,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta,Asia/Jakarta,WIB,+0700,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",+07:00 Asia/Jakarta
Africa/Ceuta,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Africa/Ceuta,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Arctic/Longyearbyen,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Arctic/Longyearbyen,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Atlantic/Jan_Mayen,CEST,+0200,NA,NA,+02:00 Atlantic/Jan_Mayen,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
CET,CEST,+0200,NA,NA,+02:00 CET,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Amsterdam,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Europe/Amsterdam,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Andorra,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Europe/Andorra,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Belgrade,CEST,+0200,Central Europe Standard Time,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",+02:00 Europe/Belgrade,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Berlin,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Europe/Berlin,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Bratislava,CEST,+0200,Central Europe Standard Time,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",+02:00 Europe/Bratislava,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Brussels,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Brussels,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Budapest,CEST,+0200,Central Europe Standard Time,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",+02:00 Europe/Budapest,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Busingen,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Europe/Busingen,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Copenhagen,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Copenhagen,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Gibraltar,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Europe/Gibraltar,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Ljubljana,CEST,+0200,Central Europe Standard Time,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",+02:00 Europe/Ljubljana,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Luxembourg,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Europe/Luxembourg,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Madrid,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Madrid,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Malta,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Europe/Malta,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Monaco,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Europe/Monaco,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Oslo,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Europe/Oslo,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Podgorica,CEST,+0200,Central Europe Standard Time,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",+02:00 Europe/Podgorica,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Prague,CEST,+0200,Central Europe Standard Time,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",+02:00 Europe/Prague,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Rome,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Europe/Rome,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/San_Marino,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Europe/San_Marino,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Sarajevo,CEST,+0200,Central European Standard Time,"(UTC+01:00) Sarajevo, Skopje, Warsaw, Zagreb",+02:00 Europe/Sarajevo,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Skopje,CEST,+0200,Central European Standard Time,"(UTC+01:00) Sarajevo, Skopje, Warsaw, Zagreb",+02:00 Europe/Skopje,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Stockholm,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Europe/Stockholm,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Tirane,CEST,+0200,Central Europe Standard Time,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",+02:00 Europe/Tirane,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Vaduz,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Europe/Vaduz,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Vatican,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Europe/Vatican,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Vienna,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Europe/Vienna,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Warsaw,CEST,+0200,Central European Standard Time,"(UTC+01:00) Sarajevo, Skopje, Warsaw, Zagreb",+02:00 Europe/Warsaw,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Zagreb,CEST,+0200,Central European Standard Time,"(UTC+01:00) Sarajevo, Skopje, Warsaw, Zagreb",+02:00 Europe/Zagreb,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Europe/Zurich,CEST,+0200,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",+02:00 Europe/Zurich,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
MET,MEST,+0200,NA,NA,+02:00 MET,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Poland,CEST,+0200,NA,NA,+02:00 Poland,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris,Europe/Paris,CEST,+0200,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",+02:00 Europe/Paris
Antarctica/Mawson,+05,+0500,West Asia Standard Time,"(UTC+05:00) Ashgabat, Tashkent",+05:00 Antarctica/Mawson,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi
Antarctica/Vostok,+05,+0500,Central Asia Standard Time,(UTC+06:00) Astana,+05:00 Antarctica/Vostok,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi
Asia/Almaty,+05,+0500,West Asia Standard Time,"(UTC+05:00) Ashgabat, Tashkent",+05:00 Asia/Almaty,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi
Asia/Aqtau,+05,+0500,West Asia Standard Time,"(UTC+05:00) Ashgabat, Tashkent",+05:00 Asia/Aqtau,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi
Asia/Aqtobe,+05,+0500,West Asia Standard Time,"(UTC+05:00) Ashgabat, Tashkent",+05:00 Asia/Aqtobe,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi
Asia/Ashgabat,+05,+0500,West Asia Standard Time,"(UTC+05:00) Ashgabat, Tashkent",+05:00 Asia/Ashgabat,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi
Asia/Ashkhabad,+05,+0500,NA,NA,+05:00 Asia/Ashkhabad,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi
Asia/Atyrau,+05,+0500,West Asia Standard Time,"(UTC+05:00) Ashgabat, Tashkent",+05:00 Asia/Atyrau,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi
Asia/Dushanbe,+05,+0500,West Asia Standard Time,"(UTC+05:00) Ashgabat, Tashkent",+05:00 Asia/Dushanbe,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi
Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi,Asia/Karachi,PKT,+0500,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",+05:00 Asia/Karachi
